final IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id;company;product_series;part_number;converter_type;ac_voltage_input_min;ac_voltage_input_max;dc_voltage_input_min;dc_voltage_input_max;input_voltage_tolerance;power;is_regulated;regulation_voltage_range;efficiency;isolation_test_duration;isolation_test_unit_VDC;isolation_test_voltage_VDC;isolation_test_voltage_VAC;Isolation grade;voltage_output_1;voltage_output_2;voltage_output_3;i_out1;i_out2;i_out3;output_type;Load_regulation;Load_regulation_typ_max;Line_regulation;Accuracy;Package_Style;pin_count;mounting_type;connection_type;dimensions_unit;dimensions_length;dimensions_width;dimensions_height;protexc;protections;OVC_category;operating_temp_min;operating_temp_max;;Protection SCP;Protection OLP;Protection OVP;Protection OCP;Protection OTP;;Certification EN 60950-1;Certification UL 60950-1;Certification EN 50155;Certification EN 60601-1;Certification UL 60601-1;Certification EN 61010-1;Certification EN 61347-1;Certification EN 60601-1-2;Certification EN 60335-1;Certification EN 62368-1;Certification UL 62368-1;Certification IEC 60950-1
47;recom;RP120Q-RW;RP120Q-2412SRW;DC/DC;;;9;36;;120;1;04:01;89;60;VDC;2250;;;12;;;;;;;;;;;;8;PCB Mount;THT;mm;57,9;36,6;12,7;EN50155,IEC/EN60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
48;recom;RP120Q-RW;RP120Q-2412SRW;DC/DC;;;9;36;;120;1;;88;60;VDC;2250;;;12;;;10;;;;;;;;;8;PCB Mount;THT;mm;57,9;36,6;12,7;EN50155,IEC/EN60950-1,RoHS2+;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
49;recom;RP120Q-RW;RP120Q-2412SRW;DC/DC;;;9;36;;120;1;;88;60;VDC;2250;;;12;;;10;;;;;;;;;8;PCB Mount;THT;mm;57,9;36,6;12,7;EN50155,IEC/EN60950-1;Short Circuit Protection (SCP),Over Voltage Protection (OVP),Over Load Protection (OLP),Over Temperature Protection (OTP);;-40;85;;;;;;;;;;;;;;;;;;;
50;recom;RP120Q-RW;RP120Q-2412SRW;DC/DC;;;9;36;;120;1;04:01;88;60;VDC;2250;;;12;;;10;;;;;;;;;8;PCB Mount;THT;mm;57,9;36,6;12,7;EN50155,IEC/EN60950-1,RoHS2+;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
51;recom;RP120Q-RW;RP120Q-2415SRW;DC/DC;;;9;36;;120;1;;89;60;VDC;2250;;;15;;;8;;;;;;;;;8;PCB Mount;THT;mm;57,9;36,6;12,7;EN50155,IEC/EN60950-1,RoHS2+;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
52;recom;RP120Q-RW;RP120Q-2415SRW/N-HC;DC/DC;;;9;36;;120;1;04:01;89;60;VDC;2250;;;15;;;8;;;Single;;;;;;8;PCB Mount;THT;mm;57,9;36,6;18,8;EN50155,IEC/EN60950-1,RoHS2+;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
53;recom;RP120Q-RW;RP120Q-2415SRW;DC/DC;;;9;36;;120;1;;;60;VDC;2250;;;15;;;8;;;Single;;;;;;8;PCB Mount;THT;mm;57,9;36,6;12,7;EN50155,IEC/EN60950-1,RoHS2+;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
54;recom;RFMM;RFMM-0505S;DC/DC;;;4,5;5,5;10;1;0;;80;1;VDC;4000;;;5;;;0,2;;;Single;;;;;;4;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CAN/CSA-C22.2No60950-1,EN55032;Short Circuit Protection;;-40;85;;;;;;;;;;;;;;;;;;;
55;recom;RFM;RFM-0505S;DC/DC;;;5;5;10;1;0;;79;1;VDC;1000;;;5;;;0,2;;;Single;;;;;;4;PCB Mount;THT;mm;11,5;6;10;UL60950-1,CAN/CSA-C22.2No60950-1,EN55032;;;-40;85;;;;;;;;;;;;;;;;;;;
56;recom;RAC02-GB;RAC02-05SGB;AC/DC;85;264;;;;2;1;;63;60;VAC;3000;;;5;;;0,4;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL62368-1,EN62368-1,IEC60950-1,EN60950-1,EN55032,EN55024;Short Circuit Protection,Over Current Protection;;-25;80;;;;;;;;;;;;;;;;;;;
57;recom;RAC02-GB;RAC02-12SGB;AC/DC;85;264;;;;2;1;;68;60;VAC;3000;;;12;;;0,167;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL62368-1,IEC60950-1,EN60950-1,EN62368-1,EN55032,EN55024;Short Circuit Protection,Over Current Protection;;-25;80;;;;;;;;;;;;;;;;;;;
58;recom;RAC02-GB;RAC02-15SGB;AC/DC;85;264;;;;2;;;;60;VAC;3000;;;15;;;0,14;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL62368-1,EN62368-1,IEC62368-1,EN60950-1,IEC60950-1;Short Circuit Protection,Over Current Protection;;-25;80;;;;;;;;;;;;;;;;;;;
59;recom;RAC02-GB;RAC02-24SGB;AC/DC;85;264;;;;2;1;;63;60;VAC;3000;;;24;;;0,083;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL62368-1,EN62368-1,IEC62368-1,EN60950-1,IEC60950-1,EN55032,EN55024;Short Circuit Protection,Over Current Protection;;-25;80;;;;;;;;;;;;;;;;;;;
60;recom;RAC02-GB;RAC02-3.3SGB;AC/DC;85;264;;;;2;1;;63;60;VAC;3000;;;3,3;;;0,5;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;19;UL62368-1,EN62368-1,IEC62368-1,EN60950-1,IEC60950-1;Short Circuit Protection,Over Current Protection;;-25;80;;;;;;;;;;;;;;;;;;;
61;recom;REDIIN120;REDIIN120-12;AC/DC;90;264;;;;120;1;;86;60;VAC;3000;;;12;;;;;;;;;;;;4;DIN-Rail;Terminal;mm;123,6;30;116,8;IEC/EN/UL62368-1,IEC/EN/UL61010-1,IEC/EN/UL/CSA61010-2-201,EN61000-6-4,EN61000-6-2,RoHS;Over Voltage Protection,Over Current Protection,Short Circuit Protection,Over Temperature Protection;;;;;;;;;;;;;;;;;;;;;;
62;recom;REDIIN120;REDIIN120-24;AC/DC;90;264;;;;120;;;88,5;60;VAC;3000;;;24;;;;;;;;;;;;5;DIN-Rail;Terminal;mm;123,6;30;116,8;CB,CE,UL,EN62368-1,EN61010-1,EN55032,RoHS;Short Circuit Protection,Over Voltage Protection,Over Current Protection,Over Temperature Protection;;-30;70;;;;;;;;;;;;;;;;;;;
63;recom;REDIIN120;REDIIN120-48;AC/DC;90;264;;;;120;1;;89,5;60;VAC;3000;;;48;;;2,5;;;Single;;;;;;5;DIN-Rail;Terminal;mm;123,6;30;116,8;CB,CE,UL62368-1,EN62368-1,EN61010-1,EN55032;Short Circuit Protection,Over Voltage Protection,Over Current Protection,Over Temperature Protection;;-30;70;;;;;;;;;;;;;;;;;;;
64;recom;RAC05E-K;RAC05E-05SK;AC/DC;90;264;;;;5;;;74;60;VAC;3000;;;5;;;1;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;18;UL62368-1,EN62368-1,EN60335-1,CB,CE;Short Circuit Protection,Over Current Protection,Over Voltage Protection;;-25;75;;;;;;;;;;;;;;;;;;;
65;recom;RAC05E-K;RAC05E-12SK;AC/DC;90;264;;;;5;;;78;60;VAC;3000;;;12;;;0,417;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;18;UL/IEC/EN62368-1,CAN/CSAC22.2No.62368-1,IEC/EN60335-1,EN62233,IEC/EN61558-1,IEC/EN61558-2-16;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-25;75;;;;;;;;;;;;;;;;;;;
66;recom;RAC05E-K;RAC05E-12SK;AC/DC;90;264;;;;5;;;78;;VDC;4000;;;12;;;0,417;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;18;UL/IEC/EN62368-1,CAN/CSAC22.2No.62368-1,IEC/EN60335-1,EN62233,IEC/EN61558-1,IEC/EN61558-2-16;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-25;75;;;;;;;;;;;;;;;;;;;
67;recom;RAC05E-K;RAC05E-15SK;AC/DC;90;264;;;;5;;;79;60;VAC;3000;;;15;;;0,333;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;18;UL62368-1,IEC62368-1,EN62368-1,IEC60335-1,EN60335-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-25;75;;;;;;;;;;;;;;;;;;;
68;recom;RAC05E-K;RAC05E-24SK;AC/DC;90;264;;;;5;;;80;60;VAC;3000;;;24;;;0,208;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;18;UL62368-1,IEC62368-1,EN62368-1,IEC60335-1,EN60335-1;Short Circuit Protection,Over Current Protection,Over Voltage Protection;;-25;75;;;;;;;;;;;;;;;;;;;
69;recom;RAC05E-K;RAC05E-24SK;AC/DC;90;264;;;;5;;;80;;VDC;4000;;;24;;;0,208;;;Single;;;;;;5;PCB Mount;THT;mm;37;24;18;UL62368-1,IEC62368-1,EN62368-1,IEC60335-1,EN60335-1;Short Circuit Protection,Over Current Protection,Over Voltage Protection;;-25;75;;;;;;;;;;;;;;;;;;;
70;recom;RAC02E-K/277;RAC02E-05SK/277;AC/DC;85;305;;;;2;1;;;60;VAC;4000;;;5;;;0,4;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;15,4;UL62368-1,CAN/CSAC22.2No.62368-1,ENIEC62368-1,EN61558-1,EN61558-2-16,ENIEC60335-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
